small talk,Casual conversation about unimportant things,They made small talk over coffee,5
small wonder,No surprise,It’s small wonder he’s tired after all that,4
smart arse,Know-it-all (British slang),Don’t be such a smart arse,4
smart chance,Little likelihood,There’s a smart chance of that happening,2
smash hit,Hugely successful performance or product,The film was a smash hit worldwide,5
smashing,Excellent or wonderful (British slang),That was a smashing performance!,4
smash someone's face in,Violently attack (slang),He threatened to smash his face in,2
smash someone's head,Beat or injure severely,They nearly smashed his head in,1
smash up,Destroy violently,The vandals smashed up the bus stop,4
smear campaign,Organized attempt to damage reputation,The politician was targeted by a smear campaign,5
smell a rat,Suspect deceit or wrongdoing,I smell a rat — something’s off here,5
smell blood,Sense weakness and attack,The press smelled blood after the scandal broke,4
smell fishy,Seem suspicious or wrong,That story smells fishy to me,5
smell like a rose,Appear innocent or unharmed,He came out of the scandal smelling like a rose,4
smell like a tart's handbag,Overly perfumed or artificial smell,The air freshener smells like a tart’s handbag,2
smell of an oily rag,Show thrift or minimal resources,They run the place on the smell of an oily rag,3
smell of the lamp,Show signs of hard study or effort,His essay has the smell of the lamp,2
smell of the shop,Too practical or lacking sophistication,The proposal had too much of the shop about it,1
smell one's own farts,Be smug or self-satisfied,He’s too busy smelling his own farts to notice flaws,3
smell the barn,Sense nearing the end of a task,The team smelled the barn and worked faster,3
smell what someone is stepping in,Understand someone’s meaning (slang),You smell what I’m stepping in?,3
smile a thousand smiles,Appear insincerely cheerful,He smiled a thousand smiles to hide his anger,2
smile from ear to ear,Grin widely,She was smiling from ear to ear after the news,5
smoke-filled room,Private place where decisions are made secretly,Deals were made in smoke-filled rooms,4
smoke like a chimney,Smoke excessively,He used to smoke like a chimney,5
smoke one's own dope,Believe one's own propaganda or lies,The company started smoking its own dope,3
smoke out,Force someone or something into the open,The report smoked out the truth,4
smoke signal,Message or sign of intent,We’re waiting for a smoke signal from management,4
smoke the whole pack,Overindulge or take things to excess,He smoked the whole pack during the call,2
smoking gun,Definitive proof of guilt,Investigators found the smoking gun in the emails,5
smooth down,Flatten or make calm,He smoothed down his hair before the meeting,4
smooth operator,Charming or persuasive person,He’s a real smooth operator with clients,4
smooth sailing,Easy progress,After the setup it was smooth sailing,5
snail's pace,Extremely slow speed,Traffic moved at a snail’s pace,5
snake eyes,Double ones on dice; bad luck,He rolled snake eyes again,4
snake oil,Fake or deceptive solution,That supplement is pure snake oil,5
snap at,Speak sharply or angrily to,Don’t snap at me — I’m just asking,5
snap at someone's heels,Pursue closely or competitively,New startups are snapping at their heels,4
snap back,Recover quickly,She snapped back after the setback,5
snap, crackle and pop,Lively energy or rhythm,The jingle had real snap, crackle and pop,3
snap it up,Hurry or buy quickly,Snap it up before it’s gone!,3
snap judgment,Quick and often careless decision,He made a snap judgment without checking facts,4
snap out of,Recover from a bad mood or trance,Snap out of it and focus,5
snap someone's head off,Respond angrily or rudely,She snapped his head off for interrupting,4
snap to attention,Stand straight and alert,The soldiers snapped to attention,5
snatch defeat from the jaws of victory,Turn near success into failure,They managed to snatch defeat from the jaws of victory,4
snatch the pebble,Achieve mastery (kung fu reference),He finally snatched the pebble from his master’s hand,2
snatch victory from the jaws of defeat,Win unexpectedly,They snatched victory from the jaws of defeat,5
sneaking suspicion,Uncertain belief that something is true,I have a sneaking suspicion he’s lying,5
sneak out,Leave secretly,She sneaked out during the night,5
sneck posset,Drink curdled milk (archaic),He took a sneck posset before bed,1
snedging,Acting slyly or sneaking (dialect),He was snedging around the yard,1
sneeze on the truth,Nearly reveal the truth but stop short,He almost sneezed on the truth during testimony,1
sniff test,Quick evaluation of validity,The idea didn’t pass the sniff test,4
snipe hunt,Futile or prankish pursuit,They sent the intern on a snipe hunt,3
snip-snap,Back-and-forth exchange,They argued in snip-snap fashion,2
snitches get stitches,Threat used to deter informants,Remember — snitches get stitches,4
snot-nosed,Insolent or immature,Some snot-nosed kid messed up the file,4
snowball effect,Process that gains momentum as it grows,The rumors took on a snowball effect,5
snowball in hell,Virtually no chance of success,You’ve got a snowball in hell of winning that,5
snowball's chance in hell,Absolutely no chance,He hasn’t a snowball’s chance in hell,5
snowed under,Overwhelmed with work,I’m snowed under with deadlines,5
snow job,Deceptive talk or persuasion,That speech was a complete snow job,4
snow on the mountaintop,White or grey hair,He’s got some snow on the mountaintop now,2
snow on the rooftop,White hair due to aging,The professor’s got snow on the rooftop,2
snow out,Cancel due to snow,The event was snowed out last night,3
snuggle bunny,Affectionate nickname,Goodnight my snuggle bunny,3
soaked to the skin,Completely drenched,We were soaked to the skin by the storm,5
soaking wet,Extremely wet,The clothes were soaking wet,5
soak up,Absorb or enjoy fully,He soaked up the sunshine on vacation,5
so be it,Acceptance or resignation,If that’s the rule, so be it,5
sob story,Emotional tale to gain sympathy,He told a sob story to avoid punishment,4
social death,Loss of social standing or respect,That scandal meant social death for her,3
social ladder,Hierarchy of social status,He climbed the social ladder through networking,4
sock-knocking,Astonishing or impressive (rare slang),That performance was sock-knocking!,1
soda jerk,Old term for ice-cream fountain worker,He worked as a soda jerk in the 1950s,2
sod off,Go away rudely (British slang),Sod off, I’m busy!,4
so far,Up to this point,So far everything’s fine,5
so far so good,Progress satisfactory so far,So far so good on the project,5
soft,Gentle or lenient,He’s too soft on his students,4
soften someone's cough,Give a warning or reprimand,He’ll soften your cough if you mess up again,2
soften the blow,Make bad news easier to bear,They offered a bonus to soften the blow,5
soften the ground,Prepare conditions for success,The PR campaign softened the ground for the launch,3
soften up,Weaken resistance,The speech was meant to soften up the audience,4
soft kill,Defeat without direct violence,The sanctions were a soft kill tactic,2
soft Mick,Overly generous person (Irish slang),He’s no soft Mick — don’t try to fool him,1
soft sawder,Flattery or smooth talk (archaic),He used soft sawder to charm them,1
soft shoe,Gentle dance or subtle approach,He performed a light soft shoe number,2
soft-soap,Flatter or persuade,He tried to soft-soap his boss into a raise,3
soft spot,Weakness or affection for someone,He’s got a soft spot for stray cats,5
soft touch,Easily persuaded or generous person,She’s a soft touch for charity requests,4
soft underbelly,Vulnerable area or aspect,The policy revealed the system’s soft underbelly,4
